ID,Pressure,Sack,SnapToThrowTime,Down,ToGo,TotalToGo,Formation,EPA,PasserStrength,BlockerStrength,DefenderStrength
25838,0,0,3.133,3,6,78,4-3,-3.8549,0.046262635908784364,0.03505915318377486,0.015569275945488228
25847,0,0,2.47,1,10,69,4-3,0.386656,0.046262635908784364,0.03505915318377486,0.015569275945488228
25848,0,0,2.903,2,3,62,3-4,-0.870021,0.046262635908784364,0.03505915318377486,0.015569275945488228
25849,0,0,2.7,3,3,62,4-3,2.927423,0.046262635908784364,0.03505915318377486,0.015569275945488228
25850,0,0,2.067,1,10,24,4-3,-0.259338,0.046262635908784364,0.03505915318377486,0.015569275945488228
25853,0,0,5.603,1,10,74,3-4,-0.635502,0.007066130927046504,0.02812897607704108,0.0480030516755318
25854,1,1,2.133,2,10,74,3-4,-1.393342,0.007066130927046504,0.02812897607704108,0.0480030516755318
25857,0,0,2.13,2,8,40,4-3,0.258222,0.046262635908784364,0.03505915318377486,0.015569275945488228
25859,0,0,2.433,1,10,31,4-3,2.045548,0.046262635908784364,0.03505915318377486,0.015569275945488228
25864,1,1,3,3,5,70,0-0,-1.846525,0.007066130927046504,0.02812897607704108,0.0480030516755318
25871,0,0,2.83,3,2,70,3-4,-1.538986,0.046262635908784364,0.03505915318377486,0.007804108075045616
25875,0,0,2.933,1,10,57,4-3,1.120641,0.046262635908784364,0.03505915318377486,0.015569275945488228
25877,1,1,5.533,2,9,36,3-4,-1.687829,0.046262635908784364,0.03505915318377486,0.015569275945488228
25878,0,0,2.333,3,15,42,3-4,0.555878,0.046262635908784364,0.03505915318377486,0.006646605715107758
25879,0,0,2.233,4,6,33,4-3,-3.121049,0.046262635908784364,0.03505915318377486,0.015569275945488228
25887,1,0,3.3,2,7,79,4-3,0.897327,0.046262635908784364,0.03505915318377486,0.015569275945488228
25888,0,0,2.033,1,10,71,3-4,0.627996,0.046262635908784364,0.03505915318377486,0.0056416845548032625
25889,0,0,2.667,1,10,59,4-3,-0.481422,0.046262635908784364,0.03505915318377486,0.009129081718703504
25896,0,0,2.6,2,7,28,4-3,0.118056,0.046262635908784364,0.03505915318377486,0.01643551465225026
25903,0,0,3.167,3,14,76,3-4,-0.809075,0.007066130927046504,0.02812897607704108,0.0480030516755318
25905,0,0,2.597,2,9,74,4-3,-0.336385,0.046262635908784364,0.03505915318377486,0.022285033488347514
25906,0,0,2.633,3,6,71,3-4,5.074013,0.046262635908784364,0.03505915318377486,0.015446352429645753
25910,0,0,2.163,2,4,54,3-4,0.363812,0.007066130927046504,0.02812897607704108,0.03530641924448657
25912,0,0,2.033,2,10,49,3-4,-0.041912,0.007066130927046504,0.02812897607704108,0.02585430926040956
25913,0,0,2.7,3,4,43,3-4,1.359214,0.007066130927046504,0.02812897607704108,0.02585430926040956
25914,1,0,6.703,1,10,35,3-4,2.705507,0.007066130927046504,0.02812897607704108,0.040853454584933085
25917,0,0,2.133,3,6,40,4-3,1.750273,0.046262635908784364,0.03505915318377486,0.010542763865301593
25920,0,0,1.367,1,10,75,3-4,0.707095,0.0047349631703156175,0.02302469421656119,0.026625041986762413
25923,1,0,3.167,3,7,61,4-3,-1.531583,0.0047349631703156175,0.02302469421656119,0.03259631637662172
25926,0,0,2.1,3,2,73,4-3,0.855266,0.0656582180798903,0.030375842783121696,0.027305677434667906
25928,1,0,3.867,1,10,57,3-4,-0.448132,0.0656582180798903,0.030375842783121696,0.0019330968999363347
25930,0,0,3.033,3,5,52,3-4,-1.493761,0.0656582180798903,0.030375842783121696,0.028225552598487597
25934,1,1,3.067,1,10,60,4-3,-1.194715,0.0656582180798903,0.030375842783121696,0.010609809278565783
25936,1,0,7.233,3,14,64,3-4,-0.480053,0.0656582180798903,0.030375842783121696,0.013357255324598532
25940,0,0,2.733,2,11,70,4-3,2.472038,0.0047349631703156175,0.02302469421656119,0.029833086528660856
25942,0,0,2.367,2,9,35,3-4,-0.544122,0.0047349631703156175,0.02302469421656119,0.029064730372580432
25943,0,0,1.767,3,9,35,0-0,2.186331,0.0047349631703156175,0.02302469421656119,0.03886992491348676
25952,0,0,2.933,3,5,41,3-4,1.38535,0.0656582180798903,0.030375842783121696,0.030172966342439524
25959,0,0,1.733,2,10,64,4-3,-0.260162,0.0047349631703156175,0.02302469421656119,0.02350046005602641
25960,0,0,2.833,3,6,60,0-0,-1.676169,0.0047349631703156175,0.02302469421656119,0.03259631637662172
25966,1,0,1.967,3,7,72,3-4,-0.921839,0.0656582180798903,0.030375842783121696,0.02277309218309053
25976,0,0,1.767,1,10,55,3-4,0.68867,0.0656582180798903,0.030375842783121696,0.011812927698425693
25980,1,0,3.8,2,7,21,3-4,0.683018,0.0656582180798903,0.030375842783121696,0.027305677434667906
25997,0,0,2.6,2,6,73,3-4,1.294443,0.0656582180798903,0.030375842783121696,0.009986155843484909
25998,1,0,4.367,1,10,35,3-4,-0.757028,0.0656582180798903,0.030375842783121696,0.015459301787453455
25999,0,0,2.467,1,10,49,4-3,0.25944,0.0047349631703156175,0.02302469421656119,0.028100386315719574
26001,0,0,2.933,1,10,36,3-4,-0.523144,0.0047349631703156175,0.02302469421656119,0.02843252675972098
26002,1,0,2.067,2,10,36,4-3,0.024219,0.0047349631703156175,0.02302469421656119,0.03846292084018147
26007,1,0,4.333,1,10,72,3-4,0.694027,0.0656582180798903,0.030375842783121696,0.018052718429779464
26008,0,0,3.433,1,10,59,3-4,0.76864,0.0656582180798903,0.030375842783121696,0.01858918066628338
26010,0,0,2.5,2,7,44,3-4,1.08294,0.0656582180798903,0.030375842783121696,0.01858918066628338
26014,1,0,3.3,2,6,71,4-3,-0.824771,0.0047349631703156175,0.02302469421656119,0.020434896061059818
26017,1,0,4.6,3,8,55,0-0,1.664942,0.0047349631703156175,0.02302469421656119,0.03886992491348676
26020,1,0,3.133,1,10,35,4-3,-0.502241,0.0047349631703156175,0.02302469421656119,0.03232652383520287
26021,0,0,2.767,2,10,35,3-4,1.494398,0.0047349631703156175,0.02302469421656119,0.02657129306603842
26029,0,0,2.267,1,10,62,3-4,0.333809,0.0656582180798903,0.030375842783121696,0.027305677434667906
26032,0,0,2.167,2,8,49,4-3,-0.232433,0.0656582180798903,0.030375842783121696,0.008858363875764106
26039,0,0,2.467,1,10,72,3-4,0.431218,0.0656582180798903,0.030375842783121696,0.027305677434667906
26043,0,0,1.9,2,8,47,3-4,-0.264227,0.0656582180798903,0.030375842783121696,0.011573225244560592
26044,1,1,4.333,3,4,43,3-4,-3.266591,0.0656582180798903,0.030375842783121696,0.016977070482993847
26048,0,0,2.262,2,5,70,3-4,0.505471,0.03191924748466482,0.03373591438352144,0.032572156603462986
26049,1,1,2.95,1,10,64,3-4,-0.839012,0.03191924748466482,0.03373591438352144,0.01592967099855803
26051,0,0,3.3,3,8,62,4-3,2.26561,0.03191924748466482,0.03373591438352144,0.03938430044272454
26054,0,0,3.383,3,7,41,4-3,-1.256811,0.03191924748466482,0.03373591438352144,0.03938430044272454
26058,0,0,2.133,2,8,75,3-4,0.481118,0.04829315624473296,0.03146809125112579,0.030659024047987517
26062,0,0,3.383,1,10,41,0-0,0.480046,0.03191924748466482,0.03373591438352144,0.019051659738556263
26068,1,1,1.933,1,10,75,3-4,-1.132853,0.04829315624473296,0.03146809125112579,0.028768780461366644
26070,0,0,3.2,3,7,72,0-0,-1.28186,0.04829315624473296,0.03146809125112579,0.04638072502226169
26075,0,0,2.7,2,5,68,3-4,-0.122674,0.03191924748466482,0.03373591438352144,0.018153926177403218
26077,0,0,1.367,2,8,45,3-4,0.781664,0.03191924748466482,0.03373591438352144,0.03600199652239599
26078,1,0,5.19,1,10,36,3-4,0.8567,0.03191924748466482,0.03373591438352144,0.03600199652239599
26083,0,0,2.017,1,10,64,3-4,0.508478,0.04829315624473296,0.03146809125112579,0.023996588301089663
26090,0,0,3.517,1,10,66,3-4,0.409019,0.03191924748466482,0.03373591438352144,0.03088732155377492
26095,1,1,2.867,2,2,33,3-4,-0.792884,0.03191924748466482,0.03373591438352144,0.0320995105973982
26096,0,0,3.433,3,4,35,3-4,1.484526,0.03191924748466482,0.03373591438352144,0.02291083407906646
26101,1,0,2.467,1,10,75,0-0,-0.654398,0.04829315624473296,0.03146809125112579,0.03317032203364687
26103,0,0,2.848,3,9,74,0-0,-1.138918,0.04829315624473296,0.03146809125112579,0.05143746196081613
26104,1,0,2.967,1,10,77,3-4,0.657651,0.03191924748466482,0.03373591438352144,0.0348069597362417
26105,0,0,1.95,1,10,66,3-4,-0.199623,0.03191924748466482,0.03373591438352144,0.0348069597362417
26106,0,0,2.45,2,7,63,4-3,0.402603,0.03191924748466482,0.03373591438352144,0.0348069597362417
26109,0,0,2.917,2,3,79,0-0,0.914043,0.04829315624473296,0.03146809125112579,0.0517299246726707
26110,1,0,4.533,1,10,65,0-0,-0.558186,0.04829315624473296,0.03146809125112579,0.047952129964197746
26111,0,0,2.233,2,10,65,0-0,-0.968153,0.04829315624473296,0.03146809125112579,0.037798767173573514
26114,0,0,1.733,2,10,75,0-0,0.627771,0.04829315624473296,0.03146809125112579,0.029441407726956335
26116,0,0,2.433,1,10,63,3-4,1.6645,0.04829315624473296,0.03146809125112579,0.018550080072693882
26123,0,0,1.833,2,8,73,3-4,-0.692376,0.03191924748466482,0.03373591438352144,0.013723371445349302
26124,0,0,2.917,3,8,73,4-3,3.286063,0.03191924748466482,0.03373591438352144,0.03938430044272454
26125,0,0,3.1,1,10,34,3-4,1.224497,0.03191924748466482,0.03373591438352144,0.03548273147611779
26132,0,0,2.45,2,10,63,3-4,-4.160712,0.04829315624473296,0.03146809125112579,0.03236182206755214
26134,0,0,1.867,2,12,44,3-4,0.372545,0.03191924748466482,0.03373591438352144,0.0267242325874591
26135,1,0,4.033,3,3,35,3-4,-0.959937,0.03191924748466482,0.03373591438352144,0.02117792077796079
26148,0,0,2.583,2,5,54,3-4,1.796741,0.04829315624473296,0.03146809125112579,0.026900576997706423
26154,0,0,1.6,1,10,75,3-4,1.460227,0.03191924748466482,0.03373591438352144,0.016537118594807183
26162,0,0,1.733,2,5,24,3-4,-0.287275,0.03191924748466482,0.03373591438352144,0.031259527716653655
26163,0,0,1.517,3,3,22,3-4,0.979773,0.03191924748466482,0.03373591438352144,0.0348069597362417
26167,1,0,2.267,1,10,75,3-4,0.145501,0.04829315624473296,0.03146809125112579,0.026763212217515885
26168,0,0,2.283,2,5,70,3-4,0.619558,0.04829315624473296,0.03146809125112579,0.026763212217515885
26169,1,0,3.483,1,10,63,3-4,-0.576523,0.04829315624473296,0.03146809125112579,0.03134087656091047
26170,0,0,1.817,2,10,63,3-4,-0.051824,0.04829315624473296,0.03146809125112579,0.033661889032936716
26171,0,0,1.933,3,5,58,0-0,1.304418,0.04829315624473296,0.03146809125112579,0.05177235620803015
26175,1,0,3.267,3,10,62,4-3,-0.915206,0.03191924748466482,0.03373591438352144,0.03938430044272454
26176,1,0,3.233,1,10,71,0-0,-0.573812,0.04829315624473296,0.03146809125112579,0.054317795160925234
26177,0,0,3.167,2,10,71,0-0,-0.804589,0.04829315624473296,0.03146809125112579,0.054317795160925234
26178,0,0,3.567,3,10,71,0-0,2.15256,0.04829315624473296,0.03146809125112579,0.054317795160925234
26179,1,0,3.8,1,10,56,0-0,-0.234484,0.04829315624473296,0.03146809125112579,0.047952129964197746
26180,1,0,2.333,2,8,54,0-0,-0.02955,0.04829315624473296,0.03146809125112579,0.047952129964197746
26181,1,0,3.851,3,3,49,0-0,1.841894,0.04829315624473296,0.03146809125112579,0.054317795160925234
26183,0,0,2.517,2,9,74,3-4,-0.713965,0.04829315624473296,0.03146809125112579,0.030659024047987517
26188,0,0,2.85,3,4,53,3-4,-7.513696,0.03191924748466482,0.03373591438352144,0.03195489030967092
26192,0,0,2.3,2,6,55,4-3,-0.658671,0.04642580956145555,0.03127173581383279,0.011029268146927496
26193,0,0,2.467,3,6,55,0-0,1.918637,0.04642580956145555,0.03127173581383279,0.034430657519496775
26196,0,0,2.333,3,3,30,3-4,1.362094,0.04642580956145555,0.03127173581383279,0.020450333651121696
26214,1,0,3.233,2,6,65,4-3,-0.820464,0.04642580956145555,0.03127173581383279,0.011435244347708996
26216,0,0,4.833,2,5,73,3-4,2.000352,0.013113629576540367,0.031008287985176512,0.007622212645360305
26219,0,0,3.367,2,6,71,3-4,0.123741,0.04642580956145555,0.03127173581383279,0.014481937944080928
26221,0,0,3,1,10,63,4-3,1.041555,0.04642580956145555,0.03127173581383279,0.020445366246472238
26222,0,0,3.6,1,10,45,4-3,-0.476628,0.04642580956145555,0.03127173581383279,0.020445366246472238
26225,0,0,3.167,1,10,26,4-3,0.737858,0.04642580956145555,0.03127173581383279,0.013285168193202369
26229,0,0,3.667,1,10,77,3-4,1.18099,0.013113629576540367,0.031008287985176512,0.01634907289686004
26233,1,0,2.5,1,10,44,3-4,0.040486,0.013113629576540367,0.031008287985176512,0.019691177565342166
26236,1,1,3.433,2,20,43,3-4,-1.055588,0.013113629576540367,0.031008287985176512,0.024636829307273775
26237,0,0,2.6,3,27,50,0-0,-0.246959,0.013113629576540367,0.031008287985176512,0.023432283045188382
26239,1,0,3.133,1,10,64,4-3,-0.529164,0.04642580956145555,0.03127173581383279,0.034430657519496775
26240,0,0,3.5,2,10,64,4-3,-0.95497,0.04642580956145555,0.03127173581383279,0.034430657519496775
26241,1,0,3.333,3,10,64,3-4,-0.720657,0.04642580956145555,0.03127173581383279,0.034430657519496775
26243,1,0,2.433,1,10,31,0-0,0.966677,0.013113629576540367,0.031008287985176512,0.02289642957675502
26246,1,0,3.567,1,10,76,3-4,-0.670211,0.013113629576540367,0.031008287985176512,0.01634907289686004
26248,0,0,2.633,3,5,71,3-4,1.521973,0.013113629576540367,0.031008287985176512,0.024636829307273775
26249,0,0,3.433,1,10,64,3-4,-6.193199,0.013113629576540367,0.031008287985176512,0.01634907289686004
26255,0,0,1.633,3,13,78,3-4,-0.670402,0.013113629576540367,0.031008287985176512,0.023104830996108692
26256,0,0,2.8,1,10,66,4-3,-0.199623,0.04642580956145555,0.03127173581383279,0.016866438087045965
26257,0,0,2.133,2,7,63,4-3,0.80888,0.04642580956145555,0.03127173581383279,0.016866438087045965
26260,1,0,2.433,3,5,49,0-0,-1.482625,0.04642580956145555,0.03127173581383279,0.034430657519496775
26269,0,0,2.4,3,12,55,3-4,-1.207504,0.013113629576540367,0.031008287985176512,0.029829421780565076
26275,0,0,2.133,1,10,69,4-3,-0.551828,0.013113629576540367,0.031008287985176512,0.01634907289686004
26277,1,0,2.8,3,5,64,3-4,-1.419556,0.013113629576540367,0.031008287985176512,0.020741113449003125
26283,0,0,2.133,2,2,51,4-3,0.579864,0.04642580956145555,0.03127173581383279,0.016725105499488933
26286,1,0,2.433,3,5,36,4-3,-0.994466,0.04642580956145555,0.03127173581383279,0.034430657519496775
26289,0,0,2,2,10,21,4-3,0.865635,0.013113629576540367,0.031008287985176512,0.01634907289686004
26293,1,0,3.8,1,10,78,4-3,-0.646349,0.04642580956145555,0.03127173581383279,0.007815048152381099
26295,0,0,2.1,3,2,70,4-3,1.189659,0.04642580956145555,0.03127173581383279,0.034430657519496775
26297,1,0,5.233,2,6,56,4-3,-0.672616,0.04642580956145555,0.03127173581383279,0.02389803604362567
26298,1,0,2.533,3,6,56,0-0,-0.36985,0.04642580956145555,0.03127173581383279,0.034430657519496775
26299,0,0,2.933,4,1,51,4-3,5.143913,0.04642580956145555,0.03127173581383279,0.013493150469636773
26300,1,1,3.267,1,10,75,3-4,-1.010244,0.013113629576540367,0.031008287985176512,0.024636829307273775
26303,1,0,3.8,1,10,62,3-4,-0.582421,0.013113629576540367,0.031008287985176512,0.013387340502084238
26304,1,0,2.733,2,10,62,3-4,1.060943,0.013113629576540367,0.031008287985176512,0.024636829307273775
26305,0,0,3.433,1,10,52,3-4,-0.49679,0.013113629576540367,0.031008287985176512,0.024636829307273775
26306,1,1,3.3,2,10,52,3-4,-2.082505,0.013113629576540367,0.031008287985176512,0.024636829307273775
26307,0,0,3.1,3,18,60,3-4,-0.702152,0.013113629576540367,0.031008287985176512,0.022119102000035886
26308,1,0,7.933,4,18,60,3-4,3.896356,0.013113629576540367,0.031008287985176512,0.024636829307273775
26310,0,0,2,2,3,68,3-4,0.377529,0.015147672864145013,0.03136741809725206,0.021415900925175247
26312,0,0,3.567,2,2,50,3-4,-0.570392,0.015147672864145013,0.03136741809725206,0.028465357820607797
26315,0,0,2.133,1,20,46,3-4,-0.973661,0.015147672864145013,0.03136741809725206,0.016853572241437353
26316,0,0,3.133,2,20,46,0-0,0.854085,0.015147672864145013,0.03136741809725206,0.03740878281136299
26317,1,1,4.9,3,8,34,0-0,-1.133945,0.015147672864145013,0.03136741809725206,0.03740878281136299
26320,0,0,2.133,3,6,71,3-4,-1.221114,0.009620583780923406,0.03417691756653559,0.03666556359396736
26323,1,0,4.367,1,10,59,3-4,0.222997,0.015147672864145013,0.03136741809725206,0.016699849699514123
26325,1,1,2.267,1,10,44,3-4,-1.155179,0.015147672864145013,0.03136741809725206,0.017899871936582136
26327,1,1,3.067,3,7,41,0-0,-1.946687,0.015147672864145013,0.03136741809725206,0.02473978608340054
26330,0,0,2.233,1,10,78,3-4,-0.646349,0.009620583780923406,0.03417691756653559,0.02983606918239746
26331,1,0,3.267,2,10,78,3-4,-0.07425,0.009620583780923406,0.03417691756653559,0.0331670080092071
26332,1,0,2.867,3,5,73,3-4,-4.229187,0.009620583780923406,0.03417691756653559,0.03666556359396736
26337,0,0,2.233,2,10,72,3-4,-0.065426,0.009620583780923406,0.03417691756653559,0.014059723126508163
26338,1,0,2.033,3,4,66,3-4,1.234947,0.009620583780923406,0.03417691756653559,0.029009170198211344
26340,0,0,3,2,8,59,3-4,1.255742,0.009620583780923406,0.03417691756653559,0.023207336158569077
26344,0,0,2.5,2,10,31,3-4,-0.159391,0.009620583780923406,0.03417691756653559,0.0331670080092071
26345,1,0,4.967,3,6,27,3-4,-1.110256,0.009620583780923406,0.03417691756653559,0.0331670080092071
26347,1,1,2.433,2,12,77,3-4,-1.017337,0.015147672864145013,0.03136741809725206,0.026133799886721105
26350,1,1,5.333,2,9,54,3-4,-1.40284,0.009620583780923406,0.03417691756653559,0.027502201578328417
26351,1,0,3.767,3,11,56,0-0,-0.640456,0.009620583780923406,0.03417691756653559,0.033560240304619106
26355,0,0,3.267,1,10,61,3-4,-0.520337,0.009620583780923406,0.03417691756653559,0.0159268172097634
26360,1,1,2.7,2,8,73,3-4,-1.447115,0.015147672864145013,0.03136741809725206,0.020749220951905758
26361,1,0,3.967,3,14,79,0-0,-0.072545,0.015147672864145013,0.03136741809725206,0.038761662589887724
26365,0,0,2.1,1,10,75,0-0,-0.654398,0.015147672864145013,0.03136741809725206,0.028678270574234326
26366,0,0,2.967,2,10,75,0-0,1.708219,0.015147672864145013,0.03136741809725206,0.028678270574234326
26367,0,0,1.933,1,10,56,0-0,0.658793,0.015147672864145013,0.03136741809725206,0.024597287720418536
26368,1,1,2.5,1,10,44,0-0,-5.198737,0.015147672864145013,0.03136741809725206,0.02959617064892356
26369,0,0,1.6,1,10,51,3-4,0.175641,0.009620583780923406,0.03417691756653559,0.0321144934875596
26370,0,0,2.733,2,9,50,0-0,-0.837144,0.009620583780923406,0.03417691756653559,0.0321144934875596
26372,0,0,2.967,1,10,75,3-4,-0.05709,0.009620583780923406,0.03417691756653559,0.02316062290968003
26373,1,0,3.6,2,6,71,3-4,0.123741,0.009620583780923406,0.03417691756653559,0.024486019894141335
26379,1,1,2.267,1,10,38,3-4,-0.692969,0.009620583780923406,0.03417691756653559,0.03666556359396736
26380,0,0,1.533,2,7,35,3-4,-0.530011,0.009620583780923406,0.03417691756653559,0.017743740629313158
26385,0,0,2.233,1,10,34,3-4,0.488855,0.015147672864145013,0.03136741809725206,0.023868187113593356
26392,1,1,2.833,2,7,63,3-4,-1.759241,0.015147672864145013,0.03136741809725206,0.01944921966882261
26393,0,0,2.667,3,9,65,0-0,1.927772,0.015147672864145013,0.03136741809725206,0.025974659273743938
26398,1,0,3.667,3,6,33,0-0,1.393046,0.015147672864145013,0.03136741809725206,0.023890419730370625
26399,0,0,3.933,1,10,25,0-0,-3.867278,0.015147672864145013,0.03136741809725206,0.028856393527961828
26404,0,0,1.733,2,8,54,3-4,0.552017,0.015147672864145013,0.03136741809725206,0.02122223499228505
26413,0,0,2.133,1,10,78,3-4,0.083826,0.009620583780923406,0.03417691756653559,0.020986894137864844
26414,0,0,3.333,2,5,73,3-4,1.848001,0.009620583780923406,0.03417691756653559,0.020986894137864844
26415,1,0,3.567,1,10,44,3-4,-0.464992,0.009620583780923406,0.03417691756653559,0.020986894137864844
26416,0,0,3.5,2,10,44,3-4,1.302006,0.009620583780923406,0.03417691756653559,0.02983606918239746
26417,0,0,2.667,1,10,28,3-4,0.85431,0.009620583780923406,0.03417691756653559,0.03589410790868815
26437,0,0,1.833,2,6,64,3-4,0.638775,0.043873864767647694,0.02810589110109188,0.021954958513711095
26441,1,1,2.067,2,7,25,3-4,-1.995927,0.043873864767647694,0.02810589110109188,0.021954958513711095
26442,0,0,3,3,16,34,0-0,1.345044,0.043873864767647694,0.02810589110109188,0.03406760983138477
26452,1,0,2.567,3,3,68,3-4,1.216521,0.02730564513909665,0.01983516314941064,0.029042553764720966
26456,0,0,2.633,2,21,60,3-4,-1.012719,0.02730564513909665,0.01983516314941064,0.015620851097976245
26457,0,0,2.767,3,15,54,3-4,-1.234659,0.02730564513909665,0.01983516314941064,0.029042553764720966
26462,1,0,3.067,1,10,52,3-4,2.081104,0.02730564513909665,0.01983516314941064,0.01667931356718785
26469,0,0,3.1,3,8,73,0-0,-0.478304,0.043873864767647694,0.02810589110109188,0.03406760983138477
26473,0,0,2.7,3,3,57,3-4,-1.8645370000000001,0.043873864767647694,0.02810589110109188,0.03406760983138477
26477,0,0,3.533,1,20,66,3-4,-0.454369,0.02730564513909665,0.01983516314941064,0.01837288348971382
26478,0,0,3.4,2,20,66,3-4,-0.635794,0.02730564513909665,0.01983516314941064,0.01837288348971382
26479,1,0,3.867,3,11,57,3-4,-1.035459,0.02730564513909665,0.01983516314941064,0.029042553764720966
26481,0,0,2.667,2,8,78,0-0,1.451653,0.043873864767647694,0.02810589110109188,0.03134369103799351
26482,1,0,3,1,10,64,0-0,0.460062,0.043873864767647694,0.02810589110109188,0.03134369103799351
26483,1,0,2.967,1,10,54,0-0,0.817542,0.043873864767647694,0.02810589110109188,0.02020012636722076
26484,0,0,2.7,1,10,39,0-0,0.795408,0.043873864767647694,0.02810589110109188,0.015143423286642211
26485,0,0,1.867,2,1,30,0-0,0.155181,0.043873864767647694,0.02810589110109188,0.020212543981974394
26487,1,0,2.7,2,10,25,0-0,-4.458841,0.043873864767647694,0.02810589110109188,0.020212543981974394
26489,0,0,1.767,1,10,75,3-4,1.054999,0.043873864767647694,0.02810589110109188,0.021954958513711095
26491,0,0,1.833,1,10,54,4-3,-0.47276,0.043873864767647694,0.02810589110109188,0.031024253964181042
26492,0,0,2.5,2,10,54,3-4,0.011758,0.043873864767647694,0.02810589110109188,0.03406760983138477
26493,1,1,2.667,3,4,48,0-0,-2.587069,0.043873864767647694,0.02810589110109188,0.03406760983138477
26495,0,0,2.133,2,6,75,3-4,-0.040949,0.02730564513909665,0.01983516314941064,0.016124572457388468
26496,0,0,2.167,3,2,71,3-4,-1.576141,0.02730564513909665,0.01983516314941064,0.016054625881678435
26500,0,0,2.033,1,20,56,3-4,0.44438,0.043873864767647694,0.02810589110109188,0.020212543981974394
26501,0,0,1.5,2,8,44,3-4,-0.846481,0.043873864767647694,0.02810589110109188,0.020212543981974394
26502,0,0,2.1,3,8,44,0-0,-1.364966,0.043873864767647694,0.02810589110109188,0.019167766387855615
26505,1,0,3.833,1,10,48,3-4,-0.550314,0.043873864767647694,0.02810589110109188,0.021954958513711095
26507,0,0,2.433,3,3,41,0-0,1.541937,0.043873864767647694,0.02810589110109188,0.03134369103799351
26512,0,0,2.667,3,2,54,3-4,-1.500992,0.02730564513909665,0.01983516314941064,0.015552053373419004
26516,0,0,3.1,1,10,54,4-3,0.897076,0.02730564513909665,0.01983516314941064,0.016074698763756147
26518,1,1,1.967,1,10,25,3-4,-1.249771,0.02730564513909665,0.01983516314941064,0.01741601354365922
26520,1,1,2.533,3,9,24,0-0,-2.645366,0.02730564513909665,0.01983516314941064,0.029042553764720966
26524,1,0,3.533,1,10,46,4-3,1.928045,0.043873864767647694,0.02810589110109188,0.015382157665313912
26532,0,0,2.3,3,4,45,0-0,-1.497902,0.043873864767647694,0.02810589110109188,0.024420159573585325
26536,0,0,2.1,2,9,59,3-4,-0.912971,0.02730564513909665,0.01983516314941064,0.0083298183649083
26537,1,1,3.433,3,9,59,3-4,-1.288805,0.02730564513909665,0.01983516314941064,0.03102851295838691
26543,0,0,2.767,1,10,64,3-4,-0.042523,0.02730564513909665,0.01983516314941064,0.025265348311517673
26544,0,0,2.367,2,6,60,3-4,0.320392,0.02730564513909665,0.01983516314941064,0.025265348311517673
26547,0,0,2.5,2,12,49,0-0,2.047957,0.02730564513909665,0.01983516314941064,0.029042553764720966
26548,0,0,2.5,1,10,21,3-4,1.024281,0.02730564513909665,0.01983516314941064,0.025265348311517673
26552,0,0,3.167,1,10,77,0-0,0.994693,0.043873864767647694,0.02810589110109188,0.03406760983138477
26553,0,0,4.233,1,10,61,0-0,0.254136,0.043873864767647694,0.02810589110109188,0.03406760983138477
26554,1,0,4.8,2,4,55,0-0,2.147196,0.043873864767647694,0.02810589110109188,0.03406760983138477
26556,1,0,3.367,2,15,25,3-4,-0.696811,0.043873864767647694,0.02810589110109188,0.030663736270667916
26557,0,0,1.567,1,10,75,3-4,0.698296,0.03796216075595333,0.030315339843189577,0.022084603586550816
26558,0,0,2.3,1,10,63,3-4,0.373394,0.03796216075595333,0.030315339843189577,0.022084603586550816
26560,1,0,2.834,1,10,51,3-4,0.574389,0.03796216075595333,0.030315339843189577,0.017931785471804306
26562,0,0,2.8,1,10,70,3-4,0.111694,0.02535778839844347,0.038755289723973546,0.028842022288363984
26563,0,0,3.466,2,5,65,3-4,-0.909855,0.02535778839844347,0.038755289723973546,0.028842022288363984
26564,1,0,2.899,3,5,65,4-3,1.384588,0.02535778839844347,0.038755289723973546,0.02764531892715807
26567,0,0,2.2,3,8,57,0-0,1.986735,0.02535778839844347,0.038755289723973546,0.030705418612592683
26568,0,0,3.267,1,10,41,3-4,1.339893,0.02535778839844347,0.038755289723973546,0.009047818641176071
26574,0,0,1.301,1,10,75,3-4,0.138211,0.03796216075595333,0.030315339843189577,0.020791649680109027
26576,1,1,3.268,3,4,69,3-4,-1.555331,0.03796216075595333,0.030315339843189577,0.022895818065008417
26578,0,0,2.601,1,10,49,3-4,-0.544517,0.02535778839844347,0.038755289723973546,0.036080793930018173
26579,0,0,2.6,2,10,49,4-3,0.754552,0.02535778839844347,0.038755289723973546,0.03146357253296964
26580,0,0,2.099,3,1,40,3-4,-1.826533,0.02535778839844347,0.038755289723973546,0.03146357253296964
26581,0,0,1.933,4,1,40,0-0,2.542143,0.02535778839844347,0.038755289723973546,0.03146357253296964
26582,1,0,4.333,1,10,33,4-3,1.112154,0.02535778839844347,0.038755289723973546,0.02502376868255241
26587,1,1,2.401,1,10,78,4-3,-0.933625,0.03796216075595333,0.030315339843189577,0.022084603586550816
26595,0,0,2.301,2,7,36,3-4,-0.046295,0.02535778839844347,0.038755289723973546,0.02732701614463772
26596,0,0,2.633,3,3,32,0-0,-1.112962,0.02535778839844347,0.038755289723973546,0.02764531892715807
26599,0,0,1.9,3,3,53,4-3,-1.475084,0.03796216075595333,0.030315339843189577,0.022084603586550816
26603,1,0,2.933,2,7,69,3-4,1.157788,0.02535778839844347,0.038755289723973546,0.021851734129975032
